movie_id,rank,title,m_runtime,year,rating,votes
tt6772802,314,Hillbilly Elegy,1h 56m,2020,6.7,55000
tt2850386,315,The Croods: A New Age,1h 35m,2020,6.9,55000
tt6259380,316,Code 8,1h 38m,2019,6.1,55000
tt5783956,317,When We First Met,1h 37m,2018,6.4,55000
tt1289403,318,The Guernsey Literary and Potato Peel Pie Society,2h 4m,2018,7.3,54000
tt5691670,319,Under the Silver Lake,2h 19m,2018,6.5,54000
tt1086064,320,Bill & Ted Face the Music,1h 31m,2020,5.9,54000
tt7139936,321,A Rainy Day in New York,1h 32m,2019,6.4,54000
tt8544498,322,The Way Back,1h 48m,2020,6.7,54000
tt1102427,323,The Babysitter: Killer Queen,1h 41m,2020,5.8,54000
tt5177088,324,The Girl in the Spider's Web,1h 55m,2018,6.1,53000
tt7125860,325,If Beale Street Could Talk,1h 59m,2018,7.1,53000
tt9412098,326,Fyre,1h 37m,2019,7.2,53000
tt8236336,327,The Report,1h 59m,2019,7.2,53000
tt7734218,328,Stuber,1h 33m,2019,6.2,52000
tt7060344,329,Raatchasan,2h 26m,2018,8.3,52000
tt7315484,330,The Silence,1h 30m,2019,5.4,52000
tt5932728,331,The Professor and the Madman,2h 4m,2019,7.2,52000
tt7772580,332,The Perfection,1h 30m,2018,6.2,51000
tt7153766,333,Unsane,1h 38m,2018,6.4,51000
tt2837574,334,The Old Man & the Gun,1h 33m,2018,6.7,50000
tt8508734,335,His House,1h 33m,2020,6.4,50000
tt6212478,336,American Animals,1h 56m,2018,7.0,50000
tt7557108,337,Saint Maud,1h 24m,2019,6.7,50000
tt5208252,338,Operation Finale,2h 2m,2018,6.6,50000
tt1062086,339,#Alive,1h 38m,2020,6.3,50000
tt5563334,340,The Good Liar,1h 49m,2019,6.7,50000
tt5397194,341,Anon,1h 40m,2018,6.1,50000
tt5117670,342,Peter Rabbit,1h 35m,2018,6.6,49000
tt7431594,343,Race 3,2h 40m,2018,1.9,49000
tt5918982,344,Possessor,1h 43m,2020,6.5,49000
tt8522006,345,Happiest Season,1h 42m,2020,6.6,48000
tt1620680,346,A Wrinkle in Time,1h 49m,2018,4.3,48000
tt9354842,347,To All the Boys: P.S. I Still Love You,1h 41m,2020,6.1,48000
tt3361792,348,Tolkien,1h 52m,2019,6.8,48000
tt1003934,349,Countdown,1h 30m,2019,5.4,48000
tt5774450,350,Summer of 84,1h 45m,2018,6.7,48000
tt0805647,351,The Witches,1h 46m,2020,5.4,48000
tt2235695,352,Rebecca,2h 3m,2020,6.0,48000
tt9619798,353,The Wrong Missy,1h 30m,2020,5.8,47000
tt6781982,354,Night School,1h 51m,2018,5.6,47000
tt6476140,355,Serenity,1h 46m,2019,5.4,47000
tt7533152,356,The Boy Who Harnessed the Wind,1h 53m,2019,7.6,46000
tt6803046,357,The Vast of Night,1h 31m,2019,6.7,46000
tt1053017,358,The Call,1h 52m,2020,7.1,46000
tt1620981,359,The Addams Family,1h 26m,2019,5.8,46000
tt5797184,360,Escape from Pretoria,1h 46m,2020,6.8,45000
tt9900782,361,Kaithi,2h 25m,2019,8.4,45000
tt2395469,362,Gully Boy,2h 34m,2019,7.9,45000
tt9683478,363,The Half of It,1h 44m,2020,6.9,45000
tt4537896,364,White Boy Rick,1h 51m,2018,6.5,44000
tt8206668,365,Bad Education,1h 48m,2019,7.1,44000
tt7212754,366,Ludo,2h 30m,2020,7.6,44000
tt7008872,367,Boy Erased,1h 55m,2018,6.9,44000
tt8201170,368,The Perfect Date,1h 29m,2019,5.8,44000
tt6324278,369,Abominable,1h 37m,2019,7.0,44000
tt6182908,370,Smallfoot,1h 36m,2018,6.6,44000
tt1833116,371,The Informer,1h 53m,2019,6.6,43000
tt8108202,372,Stree,2h 8m,2018,7.5,43000
tt7985648,373,The Legend of Tomiris,2h 36m,2019,6.2,43000
tt4154916,374,Replicas,1h 47m,2018,5.5,43000
tt3833480,375,The Outpost,2h 3m,2019,6.8,43000
tt1274959,376,Host,57m,2020,6.5,43000
tt5001754,377,Braven,1h 34m,2018,5.9,43000
tt4827558,378,High Life,1h 53m,2018,5.7,43000
tt9016974,379,Synchronic,1h 42m,2019,6.2,42000
tt7664504,380,Three Identical Strangers,1h 36m,2018,7.6,42000
tt8781414,381,Freaks,1h 45m,2018,6.7,42000
tt5294518,382,Eli,1h 38m,2019,5.8,42000
tt1563742,383,Overboard,1h 52m,2018,6.0,42000
tt8983202,384,Kabir Singh,2h 53m,2019,7.0,42000
tt6195094,385,Incident in a Ghostland,1h 31m,2018,6.4,42000
tt7339248,386,The Art of Self-Defense,1h 44m,2019,6.6,42000
tt5867314,387,The Empty Man,2h 17m,2020,6.2,42000
tt3120280,388,Sierra Burgess Is a Loser,1h 45m,2018,5.8,42000
tt8151874,389,Honey Boy,1h 34m,2019,7.2,42000
tt6535880,390,Haunt,1h 32m,2019,6.3,42000
tt6107548,391,Late Night,1h 42m,2019,6.5,41000
tt5580266,392,The Hate U Give,2h 13m,2018,7.5,41000
tt6938828,393,At Eternity's Gate,1h 51m,2018,6.9,41000
tt5057140,394,Hold the Dark,2h 5m,2018,5.6,41000
tt5619332,395,Life of the Party,1h 45m,2018,5.6,40000
tt3385524,396,Stan & Ollie,1h 38m,2018,7.2,40000
tt1000300,397,The Rental,1h 28m,2020,5.7,40000
tt5198068,398,Wolfwalkers,1h 43m,2020,8.0,40000
tt1036246,399,After We Collided,1h 45m,2020,5.1,40000
tt1478839,400,The Art of Racing in the Rain,1h 49m,2019,7.6,40000
